번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보(x),좌표정보(y),문화체육업종명,문화사업자구분명,지역구분명,총층수,주변환경명,제작취급품목내용,보험기관명,건물용도명,지상층수,지하층수,객실수,건축연면적,영문상호명,영문상호주소,선박총톤수,선박척수,선박제원,무대면적,좌석수,기념품종류,회의실별동시수용인원,시설면적,놀이기구수내역,놀이시설수,방송시설유무,발전시설유무,의무실유무,안내소유무,기획여행보험시작일자,기획여행보험종료일자,자본금,보험시작일자,보험종료일자,부대시설내역,시설규모,Unnamed: 63
240,관광식당,07_24_01_P,3660000,CDFI3261042002000003,2002-01-15,,1,영업/정상,13,영업중,,,,,488-8044,,302-834,대전광역시 서구 만년동 377번지,대전광역시 서구 둔산대로117번길 22  (만년동),,비아로마,2008-12-05 16:04:13,I,2018-08-31 23:59:59,,234261.287053382,318410.406692657,관광식당업,관광사업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50000000.0,,,,,
241,관광식당,07_24_01_P,3660000,CDFI3261042002000005,2002-03-11,,1,영업/정상,13,영업중,,,,,489-1735,,302-831,대전광역시 서구 둔산동 1426번지 동암빌딩 1층,"대전광역시 서구 둔산남로 95  (둔산동,동암빌딩 1층)",,오너스클럽,2008-12-05 16:20:22,I,2018-08-31 23:59:59,,234765.9,316567.555,관광식당업,관광사업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500000000.0,,,,,
242,관광식당,07_24_01_P,4230000,CDFI3261042010000001,2010-01-15,,1,영업/정상,13,영업중,,,,,,,217-050,강원도 속초시 청학동 482-279번지,강원도 속초시 중앙로 77  (청학동),,홍콩객잔,2010-02-25 14:31:41,I,2018-08-31 23:59:59,,338723.518214277,523276.718273245,관광식당업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,관광식당,07_24_01_P,4190000,CDFI3261042009000002,2009-09-08,,1,영업/정상,13,영업중,,,,,747-8882,,,강원도 원주시 행구동 1537-6번지,강원도 원주시 행구로 259 (행구동),26454,봉선루,2015-09-24 10:31:07,I,2018-08-31 23:59:59,,287183.451295072,427277.693260096,관광식당업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,관광식당,07_24_01_P,4190000,CDFI3261042010000001,2010-10-20,,1,영업/정상,13,영업중,,,,,033-765-1267,,220-913,강원도 원주시 판부면 금대리 1284-1번지,강원도 원주시 판부면 치악로 1000,26504,장금성,2014-01-28 15:02:51,I,2018-08-31 23:59:59,,288597.389027537,420640.374518577,관광식당업,,관리지역,,기타,,,근린생활시설,1.0,,,,,,,,,,,,,352.06,,,,,,,,,,,,,352.0,
245,관광식당,07_24_01_P,4190000,CDFI3261042010000002,2010-10-20,,1,영업/정상,13,영업중,,,,,033-730-3621,,220-821,강원도 원주시 지정면 월송리 1061-21번지,강원도 원주시 지정면 오크밸리1길 68,26357,한솔오크밸리사우스콘도중식당,2014-01-28 16:32:33,I,2018-08-31 23:59:59,,272363.393386083,437039.687452135,관광식당업,,관리지역,,기타,,,숙박시설,1.0,,,,,,,,,,,,,338.1,,,,,,,,,,,,,338.0,
246,관광식당,07_24_01_P,4190000,CDFI3261042011000001,2011-02-01,,1,영업/정상,13,영업중,,,,,033-734-8800,,220-957,강원도 원주시 일산동 209-1번지,강원도 원주시 천사로 205-3 (일산동),26417,타이하우스,2013-12-16 20:49:22,I,2018-08-31 23:59:59,,283778.947073114,428119.679146306,관광식당업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,관광식당,07_24_01_P,4190000,CDFI3261042011000002,2011-05-16,,1,영업/정상,13,영업중,,,,,033-762-2888,,220-934,강원도 원주시 관설동 1675-6번지,강원도 원주시 단관길 129 (관설동),26471,상하이손짜장,2014-01-28 16:34:24,I,2018-08-31 23:59:59,,285037.511831649,424675.585264092,관광식당업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,관광식당,07_24_01_P,4190000,CDFI3261042011000003,2011-12-26,,1,영업/정상,13,영업중,,,,,033-735-7552,,220-801,강원도 원주시 문막읍 건등리 1626-5번지,강원도 원주시 문막읍 왕건로 41-3,26368,짬뽕대장,2014-01-28 16:31:08,I,2018-08-31 23:59:59,,273385.853351053,424848.114788672,관광식당업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,관광식당,07_24_01_P,4190000,CDFI3261042012000001,2012-08-17,,1,영업/정상,13,영업중,,,,,904-0790,,220-050,강원도 원주시 일산동 52-16번지,강원도 원주시 무실로12번길 10 (일산동),26427,아차해,2013-01-14 16:06:56,I,2018-08-31 23:59:59,,283980.040774208,427875.050663933,관광식당업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,관광식당,07_24_01_P,4190000,CDFI3261042017000001,2017-03-20,,1,영업/정상,13,영업중,,,,,033-747-4714,,,강원도 원주시 지정면 간현리 1056-14번지,강원도 원주시 지정면 소금산길 14 (우리소영농조합),26359,우리소,2017-04-12 11:28:32,I,2018-08-31 23:59:59,,273772.177169831,429504.711083707,관광식당업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,관광식당,07_24_01_P,3020000,CDFI3261041991000001,1991-01-21,,1,영업/정상,13,영업중,,,,,798-5211,,140-856,서울특별시 용산구 이태원동 258-7번지,서울특별시 용산구 회나무로44길 10  (이태원동),,라쿠치나(이태리식),2009-08-24 14:06:03,I,2018-08-31 23:59:59,,199618.685808269,448700.221051459,관광식당업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,관광식당,07_24_01_P,3000000,CDFI3261042006000001,2006-11-23,,1,영업/정상,13,영업중,,,,,02-730-2051,,110-210,서울특별시 종로구 화동 117번지,서울특별시 종로구 북촌로 31-22  (화동),,씨제이푸드(주) 에프터더레인 안국점 (정진구),2006-12-06 10:20:54,I,2018-08-31 23:59:59,,198494.536929924,453028.454112337,관광식당업,관광사업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,관광식당,07_24_01_P,3000000,CDFI3261042009000001,2009-04-13,,1,영업/정상,13,영업중,,,,,747-2976,,110-843,서울특별시 종로구 창신동 695-1번지 3층,"서울특별시 종로구 종로 291  (창신동,3층)",,안나푸르나(Anna Purna),2009-05-07 11:30:48,I,2018-08-31 23:59:59,,200820.411204476,452168.573383761,관광식당업,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,관광식당,07_24_01_P,5590000,CDFI3261042016000001,2016-11-16,,1,영업/정상,13,영업중,,,,,031-841-7187,,,경기도 양주시 광사동 691-2번지,경기도 양주시 고읍로 152 (광사동),11494,고구려짬뽕,2019-07-08 15:08:41,I,2019-07-10 02:21:55,,207533.522938664,476645.574021389,관광식당업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,관광식당,07_24_01_P,5590000,CDFI3261042016000002,2016-11-18,,1,영업/정상,13,영업중,,,,,031-857-7730,,,경기도 양주시 남면 한산리 292-4번지,경기도 양주시 남면 삼육사로404번길 8-3,11403,중원해물모듬짬뽕,2019-07-08 15:11:43,I,2019-07-10 02:21:55,,199706.274053564,489703.723275084,관광식당업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,관광식당,07_24_01_P,5670000,CDFI3261042007100002,2007-09-07,,1,영업/정상,13,영업중,,,,,055-248-2527,,631-060,경상남도 창원시 마산합포구 중성동 25-3,경상남도 창원시 마산합포구 3·15대로 383-4 (중성동),51283,백제령삼계탕,2021-02-19 10:38:58,I,2021-07-02 00:23:01,,343227.67741985,191118.096010704,관광식당업,,,,,,,,,,,,,,,,,,,,,136.0,,,,,,,,,,,,,136.0,
257,관광식당,07_24_01_P,5670000,CDFI3261042007100003,2007-04-27,,1,영업/정상,13,영업중,,,,,055-285-9751,,,경상남도 창원시 성산구 중앙동 101-2 대흥인터빌,"경상남도 창원시 성산구 중앙대로 33, 대흥인터빌 (중앙동)",51523,아웃백 중앙점,2021-02-19 20:56:27,I,2021-07-02 00:23:01,,352432.525078403,192372.665191319,관광식당업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,관광식당,07_24_01_P,5670000,CDFI3261042009000001,2009-02-06,,1,영업/정상,13,영업중,,,,,055-288-3236,,,경상남도 창원시 의창구 팔용동 7 농산물도매시장,"경상남도 창원시 의창구 차상로18번길 45, 1층 1호 (팔용동)",51402,대진루,2021-11-25 11:51:36,U,2021-11-27 02:40:00,,349022.872997514,193510.960829966,관광식당업,,,0.0,,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,,,,,,,0.0,,,,0.0,
259,관광식당,07_24_01_P,5670000,CDFI3261042013000001,2013-02-27,,1,영업/정상,13,영업중,,,,,,,,경상남도 창원시 마산합포구 해운동 68 유로스퀘어,"경상남도 창원시 마산합포구 해안대로 51, 유로스퀘어 9층 (해운동)",51745,유로파크,2020-05-22 16:38:51,I,2021-07-02 00:23:01,,342378.579896692,188083.159055956,관광식당업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,관광식당,07_24_01_P,5670000,CDFI3261042013000002,2013-04-18,,1,영업/정상,13,영업중,,,,,,,,경상남도 창원시 성산구 상남동 44-1 대동백화점,"경상남도 창원시 성산구 원이대로 730, 대동백화점 (상남동)",51498,푸와대동점,2020-05-27 17:41:13,I,2021-07-02 00:23:01,,353660.889782198,192440.577505521,관광식당업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,관광식당,07_24_01_P,5670000,CDFI3261042014000001,2014-06-11,,1,영업/정상,13,영업중,,,,,055-600-0819,,641-200,경상남도 창원시 성산구 대원동 122 1층,"경상남도 창원시 성산구 원이대로 332 (대원동, 1층)",51408,블루핀,2021-07-01 09:37:50,I,2021-07-02 00:23:01,,350576.056112002,194594.154812899,관광식당업,,,,,,,,,,,,,,,,,,,,,1675.45,,,,,,,,,,,,,1675.0,
262,관광식당,07_24_01_P,5670000,CDFI3261042015000001,2015-11-23,,1,영업/정상,13,영업중,,,,,055-299-8365,,,경상남도 창원시 의창구 팔용동 100 드림피아,"경상남도 창원시 의창구 팔용로 428, 드림피아 204호 (팔용동)",51378,카르본&컬투,2021-02-18 09:45:10,I,2021-07-02 00:23:01,,346705.982346415,196222.137729851,관광식당업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,관광식당,07_24_01_P,5670000,CDFI3261042016000001,2016-09-27,,1,영업/정상,13,영업중,,,,,055-546-2250,,,경상남도 창원시 진해구 용원동 1221-15,경상남도 창원시 진해구 용원남로 90 (용원동),51604,양자강,2020-05-26 13:52:04,I,2021-07-02 00:23:01,,365419.596181678,179452.092689857,관광식당업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,관광식당,07_24_01_P,5670000,CDFI3261042016000002,2016-12-13,,1,영업/정상,13,영업중,,,,,055-276-5442,,,경상남도 창원시 성산구 반지동 78 케이프타운,"경상남도 창원시 성산구 원이대로393번길 25, 케이프타운 (반지동)",51420,금룡,2021-11-25 16:08:53,U,2021-11-27 02:40:00,,351260.497721082,194674.701177344,관광식당업,,,0.0,,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,,,,,,,0.0,,,,0.0,
265,관광식당,07_24_01_P,5670000,CDFI3261042017000001,2017-12-01,,1,영업/정상,13,영업중,,,,,055-275-8788,,,경상남도 창원시 성산구 신월동 77-12,경상남도 창원시 성산구 신월로 90 (신월동),51441,참수타,2021-07-01 09:37:44,I,2021-07-02 00:23:01,,354333.908488979,193102.405345184,관광식당업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,관광식당,07_24_01_P,5670000,CDFI3261042017000002,2017-07-03,,1,영업/정상,13,영업중,,,,,055-551-1910,,,경상남도 창원시 진해구 태평동 86-2,경상남도 창원시 진해구 태평로 103 (태평동),51684,천안문쌀짜장,2020-05-26 13:54:11,I,2021-07-02 00:23:01,,352146.252748025,184056.956225271,관광식당업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,관광식당,07_24_01_P,5670000,CDFI3261042017000003,2017-01-23,,1,영업/정상,13,영업중,,,,,055-551-9876,,,경상남도 창원시 진해구 평안동 1-10,경상남도 창원시 진해구 백구로 58-1 (평안동),51676,푸름각,2020-05-26 13:55:34,I,2021-07-02 00:23:01,,351131.261204073,184693.10678129,관광식당업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,관광식당,07_24_01_P,5670000,CDFI3261042017000004,2017-07-31,,1,영업/정상,13,영업중,,,,,,,,경상남도 창원시 성산구 대방동 345-6,경상남도 창원시 성산구 대암로 141 (대방동),51469,호호손짜장,2020-05-27 17:44:46,I,2021-07-02 00:23:01,,355625.689518851,191781.243366335,관광식당업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,관광식당,07_24_01_P,5670000,CDFI3261042018000001,2018-04-27,,1,영업/정상,13,영업중,,,,,055-600-5818,,,경상남도 창원시 성산구 대원동 121 더시티세븐,"경상남도 창원시 성산구 원이대로 320, 더시티세븐 1층 (대원동)",51408,푸와차이나,2021-11-24 18:00:38,U,2021-11-26 02:40:00,,350381.455011533,194669.203835745,관광식당업,,,0.0,,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,,,,,,,0.0,,,,0.0,
270,관광식당,07_24_01_P,5670000,CDFI3261042018000002,2018-06-28,,1,영업/정상,13,영업중,,,,,055-267-0553,,,경상남도 창원시 성산구 신월동 45-3,"경상남도 창원시 성산구 상남로 206, 지하1층 (신월동)",51443,용봉,2021-11-26 14:20:59,U,2021-11-28 02:40:00,,353653.811197548,193612.537248565,관광식당업,,,0.0,,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,,,,,,,0.0,,,,0.0,
271,관광식당,07_24_01_P,5670000,CDFI3261042021000001,2021-01-21,,1,영업/정상,13,영업중,,,,,055-267-5242,,,경상남도 창원시 의창구 팔용동 169-7,경상남도 창원시 의창구 남산로27번길 1 (팔용동),51368,1985금화중식당,2021-02-25 09:31:36,I,2021-07-02 00:23:01,,346724.595977601,196717.033839084,관광식당업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,관광식당,07_24_01_P,5670000,CDFI3261042021000002,2021-06-24,,1,영업/정상,13,영업중,,,,,,,,경상남도 창원시 성산구 상남동 5-4,경상남도 창원시 성산구 마디미로4번길 5 (상남동),51495,수금재,2021-06-28 09:34:35,I,2021-07-02 00:23:01,,353339.533521353,192928.287824779,관광식당업,,,,,,,,,,,,SOOKUMJAE,TOURIST RESTAURANT(Korean Restaurant),,,,,,,,,,,,,,,,,,,,,,
273,관광식당,07_24_01_P,5670000,CDFI3261042018000004,2018-08-13,,1,영업/정상,13,영업중,,,,,055-263-6618,,,경상남도 창원시 성산구 상남동 35-4 성산명가,"경상남도 창원시 성산구 마디미로63번길 7, 성산명가 (상남동)",51503,성산명가,2018-08-21 14:03:52,I,2021-07-02 00:23:01,,353126.329361266,192401.395359831,관광식당업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,관광식당,07_24_01_P,5670000,CDFI3261042018000005,2018-09-12,,1,영업/정상,13,영업중,,,,,055-212-1133,,,경상남도 창원시 성산구 대원동 123 창원컨벤션센터,"경상남도 창원시 성산구 원이대로 362, 창원컨벤션센터 (대원동)",51408,하트인세코,2021-07-01 09:37:52,I,2021-07-02 00:23:01,,350741.122739596,194512.04739502,관광식당업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,관광식당,07_24_01_P,5670000,CDFI3261042018000006,2018-12-11,,1,영업/정상,13,영업중,,,,,055-299-0991,,,경상남도 창원시 의창구 북면 화천리 432-21,경상남도 창원시 의창구 북면 천주로 579,51111,삼합짬뽕,2019-06-14 14:40:10,I,2021-07-02 00:23:01,,345500.902121424,202127.546528015,관광식당업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,관광식당,07_24_01_P,5670000,CDFI3261042018000008,2018-07-26,,1,영업/정상,13,영업중,,,,,055-262-0760,,,경상남도 창원시 성산구 내동 456-21 일성그라미아파트,"경상남도 창원시 성산구 연덕로184번길 23, 일성그라미아파트 (내동)",51527,어주,2021-11-24 18:04:34,U,2021-11-26 02:40:00,,351817.444711123,192273.994765871,관광식당업,,,0.0,,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,,,,,,,0.0,,,,0.0,
277,관광식당,07_24_01_P,5670000,CDFI3261042018000009,2018-12-11,,1,영업/정상,13,영업중,,,,,,,,경상남도 창원시 성산구 신촌동 103-5,"경상남도 창원시 성산구 월림로65번길 10, 1층 (신촌동)",51568,청화관,2020-06-01 14:19:52,I,2021-07-02 00:23:01,,349367.516501597,191106.294712371,관광식당업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,관광식당,07_24_01_P,5670000,CDFI3261042019000001,2019-02-07,,1,영업/정상,13,영업중,,,,,055-263-6444,,,경상남도 창원시 성산구 사파동 3 대한빌딩,"경상남도 창원시 성산구 창이대로663번길 7, 대한빌딩 1층 (사파동)",51454,중국관,2019-04-12 13:44:06,I,2021-07-02 00:23:01,,354662.262046279,193163.897084066,관광식당업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,관광식당,07_24_01_P,5670000,CDFI3261042019000002,2019-03-07,,1,영업/정상,13,영업중,,,,,055-288-1536,,,경상남도 창원시 의창구 사림동 24-8,경상남도 창원시 의창구 창이대로469번길 19 (사림동),51153,장독짜장,2021-11-22 17:37:19,U,2021-11-24 02:40:00,,353556.166067964,194764.221849576,관광식당업,,,0.0,,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,,,,,,,0.0,,,,0.0,
280,관광식당,07_24_01_P,5670000,CDFI3261042019000003,2019-03-07,,1,영업/정상,13,영업중,,,,,055-244-0621,,,경상남도 창원시 마산합포구 남성동 246-1 한백마리나타운,"경상남도 창원시 마산합포구 해안대로 331, 한백마리나타운 1층 (남성동)",51721,박리다매,2022-04-06 14:03:43,U,2022-04-08 02:40:00,,343494.627654055,190294.066276347,관광식당업,,,0.0,,,,,0.0,0.0,0.0,0.0,BAKLYDAMAE,TOURIST RESTAURANT,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,,,,,,,0.0,,,,0.0,
281,관광식당,07_24_01_P,5670000,CDFI3261042019000005,2019-07-16,,1,영업/정상,13,영업중,,,,,,,,경상남도 창원시 성산구 상남동 12-5,경상남도 창원시 성산구 마디미로15번길 11 (상남동),51495,오발탄,2020-05-27 17:36:12,I,2021-07-02 00:23:01,,353449.340997332,192756.450777757,관광식당업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,관광식당,07_24_01_P,5670000,CDFI3261042019000006,2019-10-31,,1,영업/정상,13,영업중,,,,,,,,경상남도 창원시 성산구 상남동 31-3 트윈스2빌딩,"경상남도 창원시 성산구 마디미로64번길 7, 트윈스2빌딩 (상남동)",51503,푸와 중국관,2020-05-27 17:43:05,I,2021-07-02 00:23:01,,352991.667993303,192444.833955498,관광식당업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,관광식당,07_24_01_P,5670000,CDFI3261042020000001,2020-02-18,,1,영업/정상,13,영업중,,,,,055-262-8181,,,경상남도 창원시 성산구 용호동 73-34 윤성빌딩,경상남도 창원시 성산구 용지로153번길 4-20 (용호동),51436,대복성,2021-07-01 09:37:45,I,2021-07-02 00:23:01,,352994.790080359,193555.282355997,관광식당업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,관광식당,07_24_01_P,5670000,CDFI3261042020000002,2020-03-25,,1,영업/정상,13,영업중,,,,,,,,경상남도 창원시 성산구 중앙동 97-3 상지솔리움,"경상남도 창원시 성산구 중앙대로 75, 상지솔리움 (중앙동)",51522,칭따오 황제쟁반짜장,2020-05-27 17:39:30,I,2021-07-02 00:23:01,,352654.933647729,192703.740213616,관광식당업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,관광식당,07_24_01_P,5670000,CDFI3261042020000003,2020-08-24,,1,영업/정상,13,영업중,,,,,055-293-0885,,,경상남도 창원시 의창구 팔용동 40-9,경상남도 창원시 의창구 차룡로48번길 66 (팔용동),51391,이화원,2020-08-28 19:34:50,I,2021-07-02 00:23:01,,348597.890775868,194632.501843352,관광식당업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,관광식당,07_24_01_P,5670000,CDFI3261042020000004,2020-09-11,,1,영업/정상,13,영업중,,,,,055-256-9888,,,경상남도 창원시 의창구 중동 754-3,경상남도 창원시 의창구 의창대로266번길 5 (중동),51380,마차이짬뽕,2021-11-22 13:50:28,U,2021-11-24 02:40:00,,348021.601000125,196909.94731782,관광식당업,,,0.0,,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,,,,,,,0.0,,,,0.0,
287,관광식당,07_24_01_P,5670000,CDFI3261042020000005,2020-11-24,,1,영업/정상,13,영업중,,,,,055-267-5248,,,경상남도 창원시 성산구 외동 853-6 로데오가구타운,"경상남도 창원시 성산구 창원대로 840, 로데오가구타운 (외동)",51531,금화중식당,2020-12-03 10:45:56,I,2021-07-02 00:23:01,,352946.785808969,191523.88030865,관광식당업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,관광식당,07_24_01_P,5670000,CDFI3261042020000006,2020-09-11,,1,영업/정상,13,영업중,,,,,,,,경상남도 창원시 진해구 석동 515-2 하늘땅,"경상남도 창원시 진해구 진해대로728번길 7, 하늘땅 (석동)",51674,하늘땅 석동본점,2021-02-24 13:29:49,I,2021-07-02 00:23:01,,354384.60727964,185737.982419243,관광식당업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,관광식당,07_24_01_P,5670000,CDFI3261042020000007,2020-10-29,,1,영업/정상,13,영업중,,,,,,,,경상남도 창원시 성산구 신촌동 15-10 신촌빌딩,"경상남도 창원시 성산구 신촌로 29, 신촌빌딩 (신촌동)",51564,하림중화요리,2021-02-24 13:59:21,I,2021-07-02 00:23:01,,348088.648937668,190961.64013804,관광식당업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,관광식당,07_24_01_P,4820000,CDFI3261042004000001,2004-07-19,,1,영업/정상,13,영업중,,,,,061-741-4747,,540-120,전라남도 순천시 덕암동 188-46번지,,,키스(Kiss)나이트클럽,2007-07-27 11:43:16,I,2018-08-31 23:59:59,,,,관광식당업,관광사업,일반상업지역,4.0,기타,,,기타,4.0,,,,,,,,,,,,,1981.1,,,,,,,,,,,,,1981.0,
291,관광식당,07_24_01_P,4820000,CDFI3261042010000001,2010-12-21,,1,영업/정상,13,영업중,,,,,061-811-0400,,540-968,전라남도 순천시 조례동 1587-4번지,,,에코라운지,2011-07-18 15:28:47,I,2018-08-31 23:59:59,,247594.775803591,161803.004043563,관광식당업,,,,,,,,,,,,ECO Lounge,Tourist Restaurant Business,,,,,,,,,,,,,,,,,,,,,,
292,관광식당,07_24_01_P,5670000,CDFI3261042022000001,2022-02-04,,1,영업/정상,13,영업중,,,,,,,,경상남도 창원시 마산합포구 구산면 구복리 376-1,경상남도 창원시 마산합포구 구산면 해양관광로 1927-46,51783,수국정,2022-04-06 14:05:30,I,2022-04-08 00:22:34,,342514.540204627,175027.882593311,관광식당업,,,0.0,,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,,,,,,,0.0,,,,0.0,
293,관광식당,07_24_01_P,3160000,CDFI3261042007000001,2007-01-09,,1,영업/정상,13,영업중,,,,,2085-2888,,152-790,"서울특별시 구로구 구로동 212-8 대륭포스트타워1 지하 125, 126호","서울특별시 구로구 디지털로 288 (구로동, 대륭포스트타워1 지하 125, 126호)",08390,타오(중국식),2021-05-14 10:52:40,U,2021-05-16 02:40:00,,190680.536850936,442392.645303533,관광식당업,관광사업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,관광식당,07_24_01_P,3160000,CDFI3261042007000002,2007-09-05,,1,영업/정상,13,영업중,,,,,854-5552,,152-855,서울특별시 구로구 구로동 437-1번지,서울특별시 구로구 가마산로 229 (구로동),08284,도원(중국식),2015-06-29 09:59:02,I,2018-08-31 23:59:59,,189880.449702648,443569.35261926,관광식당업,관광사업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,관광식당,07_24_01_P,3160000,CDFI3261042008000001,2008-02-14,,1,영업/정상,13,영업중,,,,,3439-7793,,152-748,"서울특별시 구로구 신도림동 337번지 대우푸르지오 211, 212호","서울특별시 구로구 경인로 661 (신도림동, 대우푸르지오 211, 212호)",08208,상하이궁신도림점(중국식),2013-07-21 14:09:48,I,2018-08-31 23:59:59,,190005.132500398,445250.538868558,관광식당업,관광사업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,관광식당,07_24_01_P,3160000,CDFI3261042008000005,2008-12-29,,1,영업/정상,13,영업중,,,,,818-1414,,152-715,서울특별시 구로구 구로동 573번지 애경백화점 7층,"서울특별시 구로구 구로중앙로 152, 7층 (구로동, 애경백화점)",08292,얌차이나(구로) 중국식,2015-06-29 10:10:53,I,2018-08-31 23:59:59,,189570.360930049,444336.051330144,관광식당업,,,,,,팩스 02-6923-2701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,관광식당,07_24_01_P,3160000,CDFI3261042009000001,2009-10-12,,1,영업/정상,13,영업중,,,,,826-8009,,152-743,서울특별시 구로구 구로동 197-5번지 삼성IT밸리 지층 109호,"서울특별시 구로구 디지털로33길 27, 지층 109호 (구로동, 삼성IT밸리)",08380,소용궁(중국식),2013-07-21 14:13:01,I,2018-08-31 23:59:59,,190612.779366379,442662.421914354,관광식당업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,관광식당,07_24_01_P,3160000,CDFI3261042010000001,2010-09-08,,1,영업/정상,13,영업중,,,,,862-1642,,152-779,"서울특별시 구로구 구로동 212-30번지 에이스트윈타워2차 지하동 104,105호","서울특별시 구로구 디지털로 273, 지하동 104,105호 (구로동, 에이스트윈타워2차)",08381,죽림(중국식),2015-06-29 10:12:41,I,2018-08-31 23:59:59,,190565.126077805,442423.390398015,관광식당업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,관광식당,07_24_01_P,3160000,CDFI3261042012000002,2012-06-14,,1,영업/정상,13,영업중,,,,,2211-0740,,152-888,서울특별시 구로구 신도림동 692번지 지하2층,"서울특별시 구로구 경인로 662, 지하2층 (신도림동)",08209,디큐브한식저잣거리,2014-06-18 14:35:29,I,2018-08-31 23:59:59,,190107.045415333,445157.626366229,관광식당업,,,,,,"대표자-오진권,최민수",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
